cohort_key,match_level,triage_level,age_group,arrival_hour,patient_count,avg_wait_minutes,median_wait_minutes,p90_wait_minutes,avg_los_minutes,median_los_minutes,p90_los_minutes,admission_rate
OVERALL|ALL|ALL|ALL,OVERALL,ALL,ALL,ALL,16025,36.03,14.0,91.0,298.61,191.0,556.0,0.132356
TRIAGE_AGE_HOUR|2|45-64|23,TRIAGE_AGE_HOUR,2,45-64,23,19,27.47,12.0,56.0,484.63,317.0,726.0,0.315789
TRIAGE_AGE_HOUR|2|45-64|3,TRIAGE_AGE_HOUR,2,45-64,3,12,89.82,28.0,65.0,491.42,353.0,1108.0,0.5
TRIAGE_AGE_HOUR|2|45-64|4,TRIAGE_AGE_HOUR,2,45-64,4,7,24.8,17.0,63.0,317.14,169.0,567.0,0.428571
TRIAGE_AGE_HOUR|2|45-64|5,TRIAGE_AGE_HOUR,2,45-64,5,7,2.5,1.0,4.0,1127.33,249.0,2929.0,0.428571
TRIAGE_AGE_HOUR|2|45-64|6,TRIAGE_AGE_HOUR,2,45-64,6,9,20.62,9.5,28.0,770.22,435.0,1973.0,0.222222
TRIAGE_AGE_HOUR|2|45-64|7,TRIAGE_AGE_HOUR,2,45-64,7,13,19.82,14.0,47.0,542.31,351.0,1326.0,0.384615
TRIAGE_AGE_HOUR|2|45-64|8,TRIAGE_AGE_HOUR,2,45-64,8,23,10.05,6.0,24.0,245.59,205.5,341.0,0.434783
TRIAGE_AGE_HOUR|2|45-64|9,TRIAGE_AGE_HOUR,2,45-64,9,21,32.2,9.0,131.0,294.76,260.0,484.0,0.52381
TRIAGE_AGE_HOUR|2|45-64|ALL,TRIAGE_AGE_HOUR,2,45-64,ALL,3,,,,,,,0.666667
TRIAGE_AGE_HOUR|2|65-74|0,TRIAGE_AGE_HOUR,2,65-74,0,4,33.25,3.5,126.0,406.5,286.0,992.0,0.5
TRIAGE_AGE_HOUR|2|65-74|1,TRIAGE_AGE_HOUR,2,65-74,1,3,5.5,5.5,8.0,490.33,598.0,755.0,0.666667
TRIAGE_AGE_HOUR|2|65-74|10,TRIAGE_AGE_HOUR,2,65-74,10,14,43.55,10.0,125.0,399.08,303.0,828.0,0.5
TRIAGE_AGE_HOUR|2|65-74|11,TRIAGE_AGE_HOUR,2,65-74,11,20,56.05,10.0,61.0,539.15,379.5,982.0,0.55
TRIAGE_AGE_HOUR|2|65-74|12,TRIAGE_AGE_HOUR,2,65-74,12,19,18.59,10.0,42.0,553.11,275.0,1085.0,0.315789
TRIAGE_AGE_HOUR|2|65-74|13,TRIAGE_AGE_HOUR,2,65-74,13,20,34.05,27.0,71.0,450.55,285.0,671.0,0.4
TRIAGE_AGE_HOUR|2|65-74|14,TRIAGE_AGE_HOUR,2,65-74,14,17,21.67,16.0,55.0,320.47,186.0,456.0,0.470588
TRIAGE_AGE_HOUR|2|65-74|15,TRIAGE_AGE_HOUR,2,65-74,15,16,22.0,12.0,70.0,268.93,256.0,431.0,0.375
TRIAGE_AGE_HOUR|2|65-74|16,TRIAGE_AGE_HOUR,2,65-74,16,25,27.29,16.0,50.0,361.79,256.5,671.0,0.44
TRIAGE_AGE_HOUR|2|65-74|17,TRIAGE_AGE_HOUR,2,65-74,17,12,47.64,19.0,139.0,355.17,294.0,596.0,0.583333
TRIAGE_AGE_HOUR|2|65-74|18,TRIAGE_AGE_HOUR,2,65-74,18,14,23.0,12.0,47.0,341.57,184.5,800.0,0.285714
TRIAGE_AGE_HOUR|2|65-74|19,TRIAGE_AGE_HOUR,2,65-74,19,9,55.56,8.0,72.0,928.67,531.0,2023.0,0.777778
TRIAGE_AGE_HOUR|2|65-74|2,TRIAGE_AGE_HOUR,2,65-74,2,2,5.0,5.0,5.0,252.0,252.0,406.0,0.0
TRIAGE_AGE_HOUR|2|65-74|20,TRIAGE_AGE_HOUR,2,65-74,20,10,21.71,18.0,38.0,253.3,190.5,312.0,0.3
TRIAGE_AGE_HOUR|2|65-74|21,TRIAGE_AGE_HOUR,2,65-74,21,8,27.12,3.0,21.0,513.38,437.0,889.0,0.25
TRIAGE_AGE_HOUR|2|65-74|22,TRIAGE_AGE_HOUR,2,65-74,22,10,18.75,12.0,39.0,511.9,307.0,563.0,0.5
TRIAGE_AGE_HOUR|2|65-74|23,TRIAGE_AGE_HOUR,2,65-74,23,5,20.6,18.0,47.0,886.6,692.0,2194.0,0.8
TRIAGE_AGE_HOUR|2|65-74|3,TRIAGE_AGE_HOUR,2,65-74,3,3,4.67,5.0,6.0,735.33,884.0,992.0,0.333333
TRIAGE_AGE_HOUR|2|65-74|4,TRIAGE_AGE_HOUR,2,65-74,4,2,2.5,2.5,4.0,348.0,348.0,594.0,0.5
TRIAGE_AGE_HOUR|2|65-74|5,TRIAGE_AGE_HOUR,2,65-74,5,4,16.75,7.0,47.0,850.75,585.0,2038.0,0.0
TRIAGE_AGE_HOUR|2|65-74|6,TRIAGE_AGE_HOUR,2,65-74,6,9,17.67,5.0,45.0,596.11,290.0,1513.0,0.555556
TRIAGE_AGE_HOUR|2|65-74|7,TRIAGE_AGE_HOUR,2,65-74,7,8,13.71,12.0,25.0,385.38,333.0,602.0,0.5
TRIAGE_AGE_HOUR|2|65-74|8,TRIAGE_AGE_HOUR,2,65-74,8,8,17.5,8.0,16.0,292.0,212.0,469.0,0.375
TRIAGE_AGE_HOUR|2|65-74|9,TRIAGE_AGE_HOUR,2,65-74,9,10,24.8,12.5,44.0,448.0,303.0,409.0,0.2
TRIAGE_AGE_HOUR|2|65-74|ALL,TRIAGE_AGE_HOUR,2,65-74,ALL,3,,,,,,,0.333333
TRIAGE_AGE_HOUR|2|75+|0,TRIAGE_AGE_HOUR,2,75+,0,2,6.5,6.5,12.0,393.5,393.5,395.0,0.5
TRIAGE_AGE_HOUR|2|75+|1,TRIAGE_AGE_HOUR,2,75+,1,4,66.5,45.5,173.0,546.0,371.0,968.0,0.5
TRIAGE_AGE_HOUR|2|75+|10,TRIAGE_AGE_HOUR,2,75+,10,19,11.29,7.0,29.0,587.0,335.0,1259.0,0.526316
TRIAGE_AGE_HOUR|2|75+|11,TRIAGE_AGE_HOUR,2,75+,11,14,40.23,22.0,99.0,505.36,433.5,1020.0,0.714286
TRIAGE_AGE_HOUR|2|75+|12,TRIAGE_AGE_HOUR,2,75+,12,13,14.69,5.0,48.0,467.31,437.0,701.0,0.692308
TRIAGE_AGE_HOUR|2|75+|13,TRIAGE_AGE_HOUR,2,75+,13,14,51.82,20.0,94.0,314.43,227.0,649.0,0.571429
TRIAGE_AGE_HOUR|2|75+|14,TRIAGE_AGE_HOUR,2,75+,14,15,39.64,7.0,74.0,747.07,421.5,1537.0,0.4
TRIAGE_AGE_HOUR|2|75+|15,TRIAGE_AGE_HOUR,2,75+,15,14,12.15,6.0,33.0,270.64,217.5,374.0,0.5
TRIAGE_AGE_HOUR|2|75+|16,TRIAGE_AGE_HOUR,2,75+,16,18,32.2,9.0,29.0,481.67,226.5,427.0,0.388889
TRIAGE_AGE_HOUR|2|75+|17,TRIAGE_AGE_HOUR,2,75+,17,15,25.27,14.0,50.0,399.73,282.0,1203.0,0.333333
TRIAGE_AGE_HOUR|2|75+|18,TRIAGE_AGE_HOUR,2,75+,18,19,19.36,9.0,54.0,643.26,511.0,1246.0,0.684211
TRIAGE_AGE_HOUR|2|75+|19,TRIAGE_AGE_HOUR,2,75+,19,12,12.56,10.0,20.0,413.67,316.0,585.0,0.5
TRIAGE_AGE_HOUR|2|75+|2,TRIAGE_AGE_HOUR,2,75+,2,5,14.2,21.0,21.0,374.2,194.0,810.0,0.2
TRIAGE_AGE_HOUR|2|75+|20,TRIAGE_AGE_HOUR,2,75+,20,11,31.9,22.0,56.0,396.36,288.0,767.0,0.818182
TRIAGE_AGE_HOUR|2|75+|21,TRIAGE_AGE_HOUR,2,75+,21,5,32.8,16.0,117.0,913.6,514.0,2483.0,0.4
TRIAGE_AGE_HOUR|2|75+|22,TRIAGE_AGE_HOUR,2,75+,22,13,23.9,6.0,73.0,300.46,300.0,612.0,0.307692
TRIAGE_AGE_HOUR|2|75+|23,TRIAGE_AGE_HOUR,2,75+,23,3,57.0,12.0,149.0,607.33,340.0,1350.0,1.0
TRIAGE_AGE_HOUR|2|75+|3,TRIAGE_AGE_HOUR,2,75+,3,2,0.5,0.5,1.0,712.5,712.5,1110.0,1.0
TRIAGE_AGE_HOUR|2|75+|4,TRIAGE_AGE_HOUR,2,75+,4,4,6.5,4.5,17.0,296.0,244.0,619.0,0.5
TRIAGE_AGE_HOUR|2|75+|5,TRIAGE_AGE_HOUR,2,75+,5,2,24.5,24.5,37.0,249.5,249.5,409.0,0.5
TRIAGE_AGE_HOUR|2|75+|6,TRIAGE_AGE_HOUR,2,75+,6,6,12.0,6.5,21.0,1008.5,411.0,963.0,0.666667
TRIAGE_AGE_HOUR|2|75+|7,TRIAGE_AGE_HOUR,2,75+,7,6,3.83,3.0,7.0,518.0,400.0,517.0,0.166667
TRIAGE_AGE_HOUR|2|75+|8,TRIAGE_AGE_HOUR,2,75+,8,8,21.12,4.0,22.0,643.43,393.0,1093.0,0.375
TRIAGE_AGE_HOUR|2|75+|9,TRIAGE_AGE_HOUR,2,75+,9,13,9.5,7.0,24.0,423.92,268.0,690.0,0.615385
TRIAGE_AGE_HOUR|3|0-17|0,TRIAGE_AGE_HOUR,3,0-17,0,22,97.74,16.0,306.0,233.14,146.0,477.0,0.090909
TRIAGE_AGE_HOUR|3|0-17|1,TRIAGE_AGE_HOUR,3,0-17,1,15,49.92,14.0,120.0,216.43,165.5,396.0,0.066667
TRIAGE_AGE_HOUR|3|0-17|10,TRIAGE_AGE_HOUR,3,0-17,10,43,29.53,22.5,50.0,195.77,162.0,317.0,0.023256
TRIAGE_AGE_HOUR|3|0-17|11,TRIAGE_AGE_HOUR,3,0-17,11,35,25.51,10.0,70.0,172.46,152.0,282.0,0.028571
TRIAGE_AGE_HOUR|3|0-17|12,TRIAGE_AGE_HOUR,3,0-17,12,39,34.24,24.5,73.0,214.82,184.0,356.0,0.051282
TRIAGE_AGE_HOUR|3|0-17|13,TRIAGE_AGE_HOUR,3,0-17,13,53,35.17,24.5,79.0,210.77,199.0,356.0,0.0
TRIAGE_AGE_HOUR|3|0-17|14,TRIAGE_AGE_HOUR,3,0-17,14,45,38.03,12.0,114.0,256.64,230.0,460.0,0.022222
TRIAGE_AGE_HOUR|3|0-17|15,TRIAGE_AGE_HOUR,3,0-17,15,35,46.52,25.0,93.0,344.18,222.5,372.0,0.085714
TRIAGE_AGE_HOUR|3|0-17|16,TRIAGE_AGE_HOUR,3,0-17,16,47,55.4,16.5,171.0,219.27,180.0,342.0,0.021277
TRIAGE_AGE_HOUR|3|0-17|17,TRIAGE_AGE_HOUR,3,0-17,17,52,55.55,21.0,167.0,273.29,198.0,464.0,0.057692
TRIAGE_AGE_HOUR|3|0-17|18,TRIAGE_AGE_HOUR,3,0-17,18,49,44.65,20.5,110.0,317.77,159.0,431.0,0.020408
TRIAGE_AGE_HOUR|3|0-17|19,TRIAGE_AGE_HOUR,3,0-17,19,64,36.09,18.0,78.0,180.34,142.5,363.0,0.0625
TRIAGE_AGE_HOUR|3|0-17|2,TRIAGE_AGE_HOUR,3,0-17,2,20,47.18,17.0,65.0,245.25,167.5,537.0,0.1
TRIAGE_AGE_HOUR|3|0-17|20,TRIAGE_AGE_HOUR,3,0-17,20,53,25.98,16.0,52.0,234.43,175.0,395.0,0.075472
TRIAGE_AGE_HOUR|3|0-17|21,TRIAGE_AGE_HOUR,3,0-17,21,53,51.89,18.0,151.0,247.49,213.0,418.0,0.09434
TRIAGE_AGE_HOUR|3|0-17|22,TRIAGE_AGE_HOUR,3,0-17,22,48,33.69,18.5,64.0,270.74,202.0,478.0,0.083333
TRIAGE_AGE_HOUR|3|0-17|23,TRIAGE_AGE_HOUR,3,0-17,23,43,45.36,13.0,76.0,217.98,155.0,326.0,0.069767
TRIAGE_AGE_HOUR|3|0-17|3,TRIAGE_AGE_HOUR,3,0-17,3,8,82.17,19.0,155.0,190.38,135.5,332.0,0.0
TRIAGE_AGE_HOUR|3|0-17|4,TRIAGE_AGE_HOUR,3,0-17,4,12,61.78,19.0,60.0,349.33,149.0,863.0,0.166667
TRIAGE_AGE_HOUR|3|0-17|5,TRIAGE_AGE_HOUR,3,0-17,5,10,15.56,11.0,33.0,192.1,93.0,360.0,0.1
TRIAGE_AGE_HOUR|3|0-17|6,TRIAGE_AGE_HOUR,3,0-17,6,17,22.5,16.0,56.0,226.81,223.5,425.0,0.0
TRIAGE_AGE_HOUR|3|0-17|7,TRIAGE_AGE_HOUR,3,0-17,7,14,16.46,12.0,40.0,232.86,184.0,432.0,0.0
TRIAGE_AGE_HOUR|3|0-17|8,TRIAGE_AGE_HOUR,3,0-17,8,26,18.5,10.0,28.0,214.44,163.0,386.0,0.076923
TRIAGE_AGE_HOUR|3|0-17|9,TRIAGE_AGE_HOUR,3,0-17,9,38,27.39,16.0,79.0,261.76,164.0,457.0,0.052632
TRIAGE_AGE_HOUR|3|0-17|ALL,TRIAGE_AGE_HOUR,3,0-17,ALL,6,,,,,,,0.166667
TRIAGE_AGE_HOUR|3|18-44|0,TRIAGE_AGE_HOUR,3,18-44,0,51,38.12,16.0,133.0,267.76,194.0,398.0,0.098039
TRIAGE_AGE_HOUR|3|18-44|1,TRIAGE_AGE_HOUR,3,18-44,1,37,44.32,9.0,57.0,322.84,252.0,662.0,0.081081
TRIAGE_AGE_HOUR|3|18-44|10,TRIAGE_AGE_HOUR,3,18-44,10,133,34.94,16.0,75.0,290.36,212.0,514.0,0.06015
TRIAGE_AGE_HOUR|3|18-44|11,TRIAGE_AGE_HOUR,3,18-44,11,107,35.58,21.0,87.0,282.72,198.0,452.0,0.084112
TRIAGE_AGE_HOUR|3|18-44|12,TRIAGE_AGE_HOUR,3,18-44,12,98,36.46,16.5,79.0,298.82,269.0,528.0,0.071429
TRIAGE_AGE_HOUR|3|18-44|13,TRIAGE_AGE_HOUR,3,18-44,13,103,33.42,13.5,102.0,234.19,210.0,373.0,0.038835
TRIAGE_AGE_HOUR|3|18-44|14,TRIAGE_AGE_HOUR,3,18-44,14,93,45.64,15.0,96.0,270.54,228.0,417.0,0.096774
TRIAGE_AGE_HOUR|3|18-44|15,TRIAGE_AGE_HOUR,3,18-44,15,88,40.33,19.0,97.0,278.99,230.0,493.0,0.068182
TRIAGE_AGE_HOUR|3|18-44|16,TRIAGE_AGE_HOUR,3,18-44,16,98,50.77,22.0,156.0,323.28,217.5,592.0,0.071429
TRIAGE_AGE_HOUR|3|18-44|17,TRIAGE_AGE_HOUR,3,18-44,17,108,41.33,16.0,101.0,279.15,206.5,448.0,0.046296
TRIAGE_AGE_HOUR|3|18-44|18,TRIAGE_AGE_HOUR,3,18-44,18,105,45.21,25.0,124.0,256.95,218.0,382.0,0.085714
TRIAGE_AGE_HOUR|3|18-44|19,TRIAGE_AGE_HOUR,3,18-44,19,86,51.06,16.0,125.0,367.34,210.0,579.0,0.093023
TRIAGE_AGE_HOUR|3|18-44|2,TRIAGE_AGE_HOUR,3,18-44,2,35,56.29,13.0,75.0,312.09,205.5,715.0,0.085714
TRIAGE_AGE_HOUR|3|18-44|20,TRIAGE_AGE_HOUR,3,18-44,20,120,44.2,27.0,103.0,338.83,222.0,555.0,0.083333
TRIAGE_AGE_HOUR|3|18-44|21,TRIAGE_AGE_HOUR,3,18-44,21,85,42.14,19.0,80.0,249.37,201.0,490.0,0.047059
TRIAGE_AGE_HOUR|3|18-44|22,TRIAGE_AGE_HOUR,3,18-44,22,77,42.31,15.0,120.0,303.28,222.5,604.0,0.116883
TRIAGE_AGE_HOUR|3|18-44|23,TRIAGE_AGE_HOUR,3,18-44,23,77,38.78,13.0,78.0,357.77,244.0,493.0,0.025974
TRIAGE_AGE_HOUR|3|18-44|3,TRIAGE_AGE_HOUR,3,18-44,3,41,44.22,9.0,168.0,281.2,237.0,537.0,0.073171
TRIAGE_AGE_HOUR|3|18-44|4,TRIAGE_AGE_HOUR,3,18-44,4,46,26.97,10.0,70.0,245.78,175.0,542.0,0.108696
TRIAGE_AGE_HOUR|3|18-44|5,TRIAGE_AGE_HOUR,3,18-44,5,31,20.79,8.0,62.0,265.9,204.0,428.0,0.096774
TRIAGE_AGE_HOUR|3|18-44|6,TRIAGE_AGE_HOUR,3,18-44,6,41,11.29,8.0,23.0,330.39,234.0,542.0,0.04878
TRIAGE_AGE_HOUR|3|18-44|7,TRIAGE_AGE_HOUR,3,18-44,7,50,25.67,13.0,88.0,299.78,209.0,584.0,0.08
TRIAGE_AGE_HOUR|3|18-44|8,TRIAGE_AGE_HOUR,3,18-44,8,76,20.16,10.0,43.0,256.92,183.0,470.0,0.065789
TRIAGE_AGE_HOUR|3|18-44|9,TRIAGE_AGE_HOUR,3,18-44,9,88,22.96,12.0,67.0,276.2,211.0,593.0,0.090909
TRIAGE_AGE_HOUR|3|18-44|ALL,TRIAGE_AGE_HOUR,3,18-44,ALL,16,,,,,,,0.1875
TRIAGE_AGE_HOUR|3|45-64|0,TRIAGE_AGE_HOUR,3,45-64,0,32,36.67,20.5,91.0,452.1,277.0,1067.0,0.21875
TRIAGE_AGE_HOUR|3|45-64|1,TRIAGE_AGE_HOUR,3,45-64,1,36,40.53,12.0,78.0,394.14,258.0,1057.0,0.166667
TRIAGE_AGE_HOUR|3|45-64|10,TRIAGE_AGE_HOUR,3,45-64,10,86,36.78,15.5,81.0,338.24,258.0,577.0,0.186047
TRIAGE_AGE_HOUR|3|45-64|11,TRIAGE_AGE_HOUR,3,45-64,11,99,37.09,13.5,71.0,347.56,260.0,641.0,0.161616
TRIAGE_AGE_HOUR|3|45-64|12,TRIAGE_AGE_HOUR,3,45-64,12,94,59.71,15.5,174.0,411.96,286.0,630.0,0.180851
TRIAGE_AGE_HOUR|3|45-64|13,TRIAGE_AGE_HOUR,3,45-64,13,89,33.31,17.0,102.0,316.7,205.0,552.0,0.078652
TRIAGE_AGE_HOUR|3|45-64|14,TRIAGE_AGE_HOUR,3,45-64,14,79,27.77,17.0,83.0,326.08,222.0,622.0,0.113924
TRIAGE_AGE_HOUR|3|45-64|15,TRIAGE_AGE_HOUR,3,45-64,15,83,34.9,14.0,91.0,409.51,290.0,811.0,0.216867
TRIAGE_AGE_HOUR|3|45-64|16,TRIAGE_AGE_HOUR,3,45-64,16,82,46.61,15.0,81.0,408.05,268.0,845.0,0.219512
TRIAGE_AGE_HOUR|3|45-64|17,TRIAGE_AGE_HOUR,3,45-64,17,75,28.27,12.5,74.0,310.88,257.0,481.0,0.106667
TRIAGE_AGE_HOUR|3|45-64|18,TRIAGE_AGE_HOUR,3,45-64,18,72,42.51,15.0,124.0,305.24,205.0,652.0,0.180556
TRIAGE_AGE_HOUR|3|45-64|19,TRIAGE_AGE_HOUR,3,45-64,19,67,35.03,11.5,68.0,318.81,254.5,627.0,0.179104
TRIAGE_AGE_HOUR|3|45-64|2,TRIAGE_AGE_HOUR,3,45-64,2,27,19.35,10.0,35.0,498.04,297.0,915.0,0.222222
TRIAGE_AGE_HOUR|3|45-64|20,TRIAGE_AGE_HOUR,3,45-64,20,53,31.1,13.5,98.0,368.42,237.0,652.0,0.075472
TRIAGE_AGE_HOUR|3|45-64|21,TRIAGE_AGE_HOUR,3,45-64,21,52,62.95,19.0,172.0,344.46,249.5,651.0,0.173077
TRIAGE_AGE_HOUR|3|45-64|22,TRIAGE_AGE_HOUR,3,45-64,22,50,45.24,18.0,119.0,402.22,319.0,793.0,0.14
TRIAGE_AGE_HOUR|3|45-64|23,TRIAGE_AGE_HOUR,3,45-64,23,33,67.6,26.0,124.0,376.73,253.0,880.0,0.121212
TRIAGE_AGE_HOUR|3|45-64|3,TRIAGE_AGE_HOUR,3,45-64,3,20,42.05,8.0,60.0,294.16,207.0,641.0,0.05
TRIAGE_AGE_HOUR|3|45-64|4,TRIAGE_AGE_HOUR,3,45-64,4,16,38.85,32.0,91.0,443.62,242.0,974.0,0.125
TRIAGE_AGE_HOUR|3|45-64|5,TRIAGE_AGE_HOUR,3,45-64,5,15,33.5,15.0,109.0,229.93,189.0,488.0,0.066667
TRIAGE_AGE_HOUR|3|45-64|6,TRIAGE_AGE_HOUR,3,45-64,6,42,20.82,13.0,45.0,367.48,272.0,665.0,0.214286
TRIAGE_AGE_HOUR|3|45-64|7,TRIAGE_AGE_HOUR,3,45-64,7,36,50.77,14.0,91.0,511.91,273.0,993.0,0.111111
TRIAGE_AGE_HOUR|3|45-64|8,TRIAGE_AGE_HOUR,3,45-64,8,46,27.34,13.0,94.0,256.96,217.0,404.0,0.065217
TRIAGE_AGE_HOUR|3|45-64|9,TRIAGE_AGE_HOUR,3,45-64,9,73,37.84,11.0,86.0,298.89,248.5,524.0,0.191781
TRIAGE_AGE_HOUR|3|45-64|ALL,TRIAGE_AGE_HOUR,3,45-64,ALL,10,,,,,,,0.1
TRIAGE_AGE_HOUR|3|65-74|0,TRIAGE_AGE_HOUR,3,65-74,0,14,64.29,6.0,41.0,494.43,434.0,844.0,0.357143
TRIAGE_AGE_HOUR|3|65-74|1,TRIAGE_AGE_HOUR,3,65-74,1,9,21.14,18.0,38.0,303.0,215.0,375.0,0.111111
TRIAGE_AGE_HOUR|3|65-74|10,TRIAGE_AGE_HOUR,3,65-74,10,52,24.49,12.0,51.0,274.73,222.0,560.0,0.211538
TRIAGE_AGE_HOUR|3|65-74|11,TRIAGE_AGE_HOUR,3,65-74,11,57,46.67,23.5,110.0,456.45,296.0,1146.0,0.22807
TRIAGE_AGE_HOUR|3|65-74|12,TRIAGE_AGE_HOUR,3,65-74,12,46,40.55,16.5,114.0,350.6,319.0,614.0,0.282609
TRIAGE_AGE_HOUR|3|65-74|13,TRIAGE_AGE_HOUR,3,65-74,13,35,35.07,15.0,87.0,414.14,286.0,572.0,0.371429
TRIAGE_AGE_HOUR|3|65-74|14,TRIAGE_AGE_HOUR,3,65-74,14,34,52.78,30.0,121.0,391.59,318.5,659.0,0.352941
TRIAGE_AGE_HOUR|3|65-74|15,TRIAGE_AGE_HOUR,3,65-74,15,38,45.78,25.0,104.0,299.95,260.5,513.0,0.236842
TRIAGE_AGE_HOUR|3|65-74|16,TRIAGE_AGE_HOUR,3,65-74,16,29,31.31,14.5,76.0,311.41,220.0,498.0,0.206897
TRIAGE_AGE_HOUR|3|65-74|17,TRIAGE_AGE_HOUR,3,65-74,17,31,50.86,19.5,117.0,529.32,292.0,1245.0,0.290323
TRIAGE_AGE_HOUR|3|65-74|18,TRIAGE_AGE_HOUR,3,65-74,18,24,33.95,17.0,86.0,348.96,278.5,694.0,0.25
TRIAGE_AGE_HOUR|3|65-74|19,TRIAGE_AGE_HOUR,3,65-74,19,19,56.93,23.0,146.0,370.53,285.0,684.0,0.052632
TRIAGE_AGE_HOUR|3|65-74|2,TRIAGE_AGE_HOUR,3,65-74,2,8,19.71,3.0,9.0,265.88,217.5,344.0,0.25
TRIAGE_AGE_HOUR|3|65-74|20,TRIAGE_AGE_HOUR,3,65-74,20,23,46.2,22.5,110.0,404.05,312.5,828.0,0.130435
TRIAGE_AGE_HOUR|3|65-74|21,TRIAGE_AGE_HOUR,3,65-74,21,14,52.67,10.0,202.0,346.79,212.0,854.0,0.285714
TRIAGE_AGE_HOUR|3|65-74|22,TRIAGE_AGE_HOUR,3,65-74,22,17,28.0,22.5,76.0,282.94,276.0,400.0,0.117647
TRIAGE_AGE_HOUR|3|65-74|23,TRIAGE_AGE_HOUR,3,65-74,23,14,26.0,17.0,71.0,641.43,517.0,1185.0,0.285714
TRIAGE_AGE_HOUR|3|65-74|3,TRIAGE_AGE_HOUR,3,65-74,3,10,15.22,13.0,35.0,246.2,237.5,330.0,0.0
TRIAGE_AGE_HOUR|3|65-74|4,TRIAGE_AGE_HOUR,3,65-74,4,7,15.33,8.0,20.0,317.0,303.0,452.0,0.0
TRIAGE_AGE_HOUR|3|65-74|5,TRIAGE_AGE_HOUR,3,65-74,5,5,14.0,10.0,24.0,316.4,312.0,424.0,0.4
TRIAGE_AGE_HOUR|3|65-74|6,TRIAGE_AGE_HOUR,3,65-74,6,17,37.8,27.0,80.0,312.47,271.0,498.0,0.058824
TRIAGE_AGE_HOUR|3|65-74|7,TRIAGE_AGE_HOUR,3,65-74,7,19,45.19,10.5,275.0,335.79,279.0,607.0,0.052632
TRIAGE_AGE_HOUR|3|65-74|8,TRIAGE_AGE_HOUR,3,65-74,8,28,19.5,11.5,40.0,327.44,204.0,322.0,0.25
TRIAGE_AGE_HOUR|3|65-74|9,TRIAGE_AGE_HOUR,3,65-74,9,33,19.52,11.0,45.0,302.38,271.0,389.0,0.181818
TRIAGE_AGE_HOUR|3|65-74|ALL,TRIAGE_AGE_HOUR,3,65-74,ALL,3,,,,,,,0.0
TRIAGE_AGE_HOUR|3|75+|0,TRIAGE_AGE_HOUR,3,75+,0,10,12.5,9.5,27.0,310.2,234.0,514.0,0.3
TRIAGE_AGE_HOUR|3|75+|1,TRIAGE_AGE_HOUR,3,75+,1,7,13.67,5.0,12.0,173.86,120.0,289.0,0.285714
TRIAGE_AGE_HOUR|3|75+|10,TRIAGE_AGE_HOUR,3,75+,10,42,22.53,12.0,48.0,371.62,276.0,671.0,0.309524
TRIAGE_AGE_HOUR|3|75+|11,TRIAGE_AGE_HOUR,3,75+,11,37,23.55,9.0,41.0,335.65,298.5,609.0,0.378378
TRIAGE_AGE_HOUR|3|75+|12,TRIAGE_AGE_HOUR,3,75+,12,50,31.6,13.0,72.0,298.43,259.0,493.0,0.3
TRIAGE_AGE_HOUR|3|75+|13,TRIAGE_AGE_HOUR,3,75+,13,41,39.0,17.5,68.0,318.95,227.5,552.0,0.195122
TRIAGE_AGE_HOUR|3|75+|14,TRIAGE_AGE_HOUR,3,75+,14,44,34.23,15.0,84.0,431.82,306.0,584.0,0.25
TRIAGE_AGE_HOUR|3|75+|15,TRIAGE_AGE_HOUR,3,75+,15,40,25.86,13.0,63.0,376.72,292.0,513.0,0.4
TRIAGE_AGE_HOUR|3|75+|16,TRIAGE_AGE_HOUR,3,75+,16,40,41.68,9.0,115.0,346.65,234.5,498.0,0.225
TRIAGE_AGE_HOUR|3|75+|17,TRIAGE_AGE_HOUR,3,75+,17,44,23.8,11.0,51.0,319.65,209.0,730.0,0.272727
TRIAGE_AGE_HOUR|3|75+|18,TRIAGE_AGE_HOUR,3,75+,18,31,30.5,15.0,85.0,417.1,244.0,396.0,0.354839
TRIAGE_AGE_HOUR|3|75+|19,TRIAGE_AGE_HOUR,3,75+,19,30,20.85,15.0,42.0,312.93,207.5,717.0,0.2
TRIAGE_AGE_HOUR|3|75+|2,TRIAGE_AGE_HOUR,3,75+,2,6,13.5,17.0,19.0,235.8,243.0,352.0,0.333333
TRIAGE_AGE_HOUR|3|75+|20,TRIAGE_AGE_HOUR,3,75+,20,20,26.47,18.0,54.0,475.0,309.0,1112.0,0.25
TRIAGE_AGE_HOUR|3|75+|21,TRIAGE_AGE_HOUR,3,75+,21,20,37.31,10.0,75.0,574.65,239.5,2097.0,0.4
TRIAGE_AGE_HOUR|3|75+|22,TRIAGE_AGE_HOUR,3,75+,22,18,67.15,28.0,218.0,303.22,246.5,522.0,0.166667
TRIAGE_AGE_HOUR|3|75+|23,TRIAGE_AGE_HOUR,3,75+,23,19,29.19,13.5,112.0,317.74,226.0,430.0,0.368421
TRIAGE_AGE_HOUR|3|75+|3,TRIAGE_AGE_HOUR,3,75+,3,10,43.57,15.0,21.0,240.0,224.0,375.0,0.4
TRIAGE_AGE_HOUR|3|75+|4,TRIAGE_AGE_HOUR,3,75+,4,12,17.73,9.0,44.0,184.75,97.5,417.0,0.166667
